Order_ID,Order_Date,Delivery_Date,Industry,Client_Name,Region,Salesperson,Product_Name,Product_Type,Quantity_MT,Unit_Price_INR,Unit_Cost_INR,Total_Revenue_INR,Total_Cost_INR,Gross_Profit_INR,Gross_Margin_Pct,Promised_Days,Actual_Days,Delay_Days,On_Time_Delivery,Quarter,Month
MRPL-1402,05-01-2024,28-01-2024,Petrochemical,ONGC,Mumbai,Rajesh Kumar,Fireclay Brick,Shaped,185,2800,1800,518000,333000,185000,35.71,20,23,3,No,Q1,Jan-24
MRPL-1403,05-09-2023,18-10-2023,Cement,UltraTech Cement,Hyderabad,Sunita Rao,Plastic Refractory,Unshaped,100,2900,1750,290000,175000,115000,39.66,29,43,14,No,Q3,Sep-23
MRPL-1404,22-09-2023,14-10-2023,Cement,Ambuja Cement,Raipur,Amit Sharma,Plastic Refractory,Unshaped,196,2900,1750,568400,343000,225400,39.66,16,22,6,No,Q3,Sep-23
MRPL-1405,08-08-2023,16-09-2023,Iron & Steel,RINL,Ranchi,Deepak Joshi,Fireclay Brick,Shaped,61,2800,1800,170800,109800,61000,35.71,21,39,18,No,Q3,Aug-23
MRPL-1406,16-05-2023,18-06-2023,Iron & Steel,JSW Steel,Mumbai,Priya Singh,Plastic Refractory,Unshaped,170,2900,1750,493000,297500,195500,39.66,19,33,14,No,Q2,May-23
MRPL-1407,27-12-2024,28-01-2025,Glass,Borosil,Jamshedpur,Deepak Joshi,Silica Brick,Shaped,233,3100,2000,722300,466000,256300,35.48,22,32,10,No,Q4,Dec-24
MRPL-1408,24-11-2024,02-01-2025,Ceramic,Somany Ceramics,Pune,Priya Singh,Mortar,Unshaped,190,1600,950,304000,180500,123500,40.62,26,39,13,No,Q4,Nov-24
MRPL-1409,02-11-2023,29-11-2023,Iron & Steel,RINL,Nagpur,Vikram Patel,Plastic Refractory,Unshaped,248,2900,1750,719200,434000,285200,39.66,17,27,10,No,Q4,Nov-23
MRPL-1410,29-12-2024,22-01-2025,Iron & Steel,SAIL,Ahmedabad,Amit Sharma,Refractory Coating,Unshaped,235,2100,1200,493500,282000,211500,42.86,23,24,1,No,Q4,Dec-24
MRPL-1411,24-11-2023,30-12-2023,Iron & Steel,RINL,Vizag,Priya Singh,High Alumina Brick,Shaped,247,4200,2800,1037400,691600,345800,33.33,18,36,18,No,Q4,Nov-23
MRPL-1412,06-02-2023,03-03-2023,Iron & Steel,Jindal Steel,Pune,Priya Singh,Ramming Mass,Unshaped,154,2200,1300,338800,200200,138600,40.91,20,25,5,No,Q1,Feb-23
MRPL-1413,18-11-2024,24-12-2024,Non-Ferrous,NALCO,Raipur,Neha Gupta,Insulation Brick,Shaped,132,1900,1200,250800,158400,92400,36.84,30,36,6,No,Q4,Nov-24
MRPL-1414,22-09-2023,05-11-2023,Petrochemical,ONGC,Delhi,Rajesh Kumar,Silica Brick,Shaped,190,3100,2000,589000,380000,209000,35.48,19,44,25,No,Q3,Sep-23
MRPL-1415,11-11-2023,11-12-2023,Non-Ferrous,Hindalco,Delhi,Amit Sharma,Refractory Coating,Unshaped,154,2100,1200,323400,184800,138600,42.86,24,30,6,No,Q4,Nov-23
MRPL-1416,11-10-2024,08-11-2024,Iron & Steel,JSW Steel,Ranchi,Priya Singh,Mortar,Unshaped,212,1600,950,339200,201400,137800,40.62,16,28,12,No,Q4,Oct-24
MRPL-1417,25-02-2023,16-03-2023,Petrochemical,Reliance,Hyderabad,Amit Sharma,Insulation Brick,Shaped,43,1900,1200,81700,51600,30100,36.84,18,19,1,No,Q1,Feb-23
MRPL-1418,14-05-2024,07-06-2024,Cement,ACC,Ahmedabad,Deepak Joshi,Gunning Mix,Unshaped,90,2600,1500,234000,135000,99000,42.31,19,24,5,No,Q2,May-24
MRPL-1419,22-06-2023,21-07-2023,Non-Ferrous,Hindalco,Pune,Deepak Joshi,Magnesia Brick,Shaped,152,5500,3600,836000,547200,288800,34.55,19,29,10,No,Q2,Jun-23
MRPL-1420,18-02-2024,27-03-2024,Glass,AGI Glaspac,Jamshedpur,Sunita Rao,Fireclay Brick,Shaped,114,2800,1800,319200,205200,114000,35.71,29,38,9,No,Q1,Feb-24
MRPL-1421,27-06-2024,27-07-2024,Iron & Steel,JSW Steel,Ahmedabad,Neha Gupta,Insulation Brick,Shaped,53,1900,1200,100700,63600,37100,36.84,14,30,16,No,Q2,Jun-24
MRPL-1422,16-04-2023,29-05-2023,Iron & Steel,SAIL,Surat,Amit Sharma,Fireclay Brick,Shaped,103,2800,1800,288400,185400,103000,35.71,30,43,13,No,Q2,Apr-23
MRPL-1423,16-06-2024,21-07-2024,Iron & Steel,SAIL,Pune,Priya Singh,High Alumina Brick,Shaped,157,4200,2800,659400,439600,219800,33.33,30,35,5,No,Q2,Jun-24
MRPL-1424,12-07-2023,18-08-2023,Cement,Shree Cement,Export-Africa,Amit Sharma,Silica Brick,Shaped,47,3100,2000,145700,94000,51700,35.48,26,37,11,No,Q3,Jul-23
MRPL-1425,23-06-2023,04-08-2023,Iron & Steel,JSW Steel,Surat,Vikram Patel,Fireclay Brick,Shaped,36,2800,1800,100800,64800,36000,35.71,25,42,17,No,Q2,Jun-23
MRPL-1426,30-09-2024,31-10-2024,Non-Ferrous,Vedanta,Export-Africa,Deepak Joshi,Magnesia Brick,Shaped,17,5500,3600,93500,61200,32300,34.55,15,31,16,No,Q3,Sep-24
MRPL-1427,25-01-2024,26-02-2024,Non-Ferrous,BALCO,Surat,Priya Singh,High Alumina Brick,Shaped,36,4200,2800,151200,100800,50400,33.33,22,32,10,No,Q1,Jan-24
MRPL-1428,08-11-2024,11-12-2024,Non-Ferrous,BALCO,Nagpur,Amit Sharma,Insulation Brick,Shaped,41,1900,1200,77900,49200,28700,36.84,30,33,3,No,Q4,Nov-24
MRPL-1429,24-09-2024,17-10-2024,Non-Ferrous,BALCO,Ranchi,Vikram Patel,Magnesia Brick,Shaped,35,5500,3600,192500,126000,66500,34.55,23,23,0,Yes,Q3,Sep-24
MRPL-1430,19-06-2024,02-08-2024,Glass,Saint Gobain,Jamshedpur,Deepak Joshi,Gunning Mix,Unshaped,56,2600,1500,145600,84000,61600,42.31,25,44,19,No,Q2,Jun-24
MRPL-1431,05-12-2024,02-01-2025,Cement,Shree Cement,Raipur,Sanjay Tiwari,High Alumina Brick,Shaped,176,4200,2800,739200,492800,246400,33.33,24,28,4,No,Q4,Dec-24
MRPL-1432,02-06-2023,02-07-2023,Iron & Steel,RINL,Ranchi,Sunita Rao,High Alumina Brick,Shaped,28,4200,2800,117600,78400,39200,33.33,30,30,0,Yes,Q2,Jun-23
MRPL-1433,31-10-2023,28-11-2023,Non-Ferrous,Hindalco,Nagpur,Priya Singh,Silica Brick,Shaped,99,3100,2000,306900,198000,108900,35.48,28,28,0,Yes,Q4,Oct-23
MRPL-1434,24-11-2024,10-01-2025,Iron & Steel,SAIL,Ranchi,Amit Sharma,High Alumina Brick,Shaped,117,4200,2800,491400,327600,163800,33.33,27,47,20,No,Q4,Nov-24
MRPL-1435,24-06-2023,30-07-2023,Iron & Steel,Tata Steel,Ranchi,Sunita Rao,High Alumina Brick,Shaped,89,4200,2800,373800,249200,124600,33.33,25,36,11,No,Q2,Jun-23
MRPL-1436,07-07-2023,09-08-2023,Fertilizer,Chambal Fertilizers,Delhi,Neha Gupta,Refractory Coating,Unshaped,34,2100,1200,71400,40800,30600,42.86,26,33,7,No,Q3,Jul-23
MRPL-1437,26-10-2024,12-11-2024,Fertilizer,Coromandel,Surat,Deepak Joshi,Mortar,Unshaped,64,1600,950,102400,60800,41600,40.62,17,17,0,Yes,Q4,Oct-24
MRPL-1438,09-05-2024,06-06-2024,Non-Ferrous,NALCO,Delhi,Sanjay Tiwari,Fireclay Brick,Shaped,150,2800,1800,420000,270000,150000,35.71,28,28,0,Yes,Q2,May-24
MRPL-1439,14-05-2024,19-06-2024,Non-Ferrous,Hindalco,Mumbai,Priya Singh,Plastic Refractory,Unshaped,33,2900,1750,95700,57750,37950,39.66,27,36,9,No,Q2,May-24
MRPL-1440,25-11-2024,10-01-2025,Iron & Steel,JSW Steel,Ahmedabad,Sunita Rao,Refractory Coating,Unshaped,191,2100,1200,401100,229200,171900,42.86,21,46,25,No,Q4,Nov-24
MRPL-1441,08-11-2024,11-12-2024,Non-Ferrous,Sterlite,Raipur,Rajesh Kumar,Plastic Refractory,Unshaped,263,2900,1750,762700,460250,302450,39.66,21,33,12,No,Q4,Nov-24
MRPL-1442,19-09-2024,20-10-2024,Cement,Dalmia Cement,Ranchi,Neha Gupta,Gunning Mix,Unshaped,18,2600,1500,46800,27000,19800,42.31,14,31,17,No,Q3,Sep-24
MRPL-1443,18-05-2024,15-06-2024,Ceramic,Somany Ceramics,Ranchi,Rajesh Kumar,Mortar,Unshaped,87,1600,950,139200,82650,56550,40.62,21,28,7,No,Q2,May-24
MRPL-1444,17-02-2024,13-03-2024,Fertilizer,Deepak Fertilizers,Chennai,Sunita Rao,Chrome Magnesia Brick,Shaped,65,6200,4100,403000,266500,136500,33.87,16,25,9,No,Q1,Feb-24
MRPL-1445,02-05-2023,16-05-2023,Cement,Shree Cement,Ranchi,Priya Singh,Low Cement Castable,Unshaped,132,3800,2300,501600,303600,198000,39.47,14,14,0,Yes,Q2,May-23
MRPL-1446,10-09-2024,16-10-2024,Cement,UltraTech Cement,Raipur,Neha Gupta,Chrome Magnesia Brick,Shaped,163,6200,4100,1010600,668300,342300,33.87,23,36,13,No,Q3,Sep-24
MRPL-1447,10-04-2024,26-05-2024,Power,NTPC,Ahmedabad,Neha Gupta,Ramming Mass,Unshaped,89,2200,1300,195800,115700,80100,40.91,29,46,17,No,Q2,Apr-24
MRPL-1448,30-12-2023,03-02-2024,Non-Ferrous,Hindalco,Delhi,Rajesh Kumar,Low Cement Castable,Unshaped,230,3800,2300,874000,529000,345000,39.47,23,35,12,No,Q4,Dec-23
MRPL-1449,24-02-2024,08-04-2024,Power,NPCIL,Export-Africa,Priya Singh,High Alumina Brick,Shaped,32,4200,2800,134400,89600,44800,33.33,22,44,22,No,Q1,Feb-24
MRPL-1450,21-04-2023,18-05-2023,Iron & Steel,Tata Steel,Bhopal,Deepak Joshi,Gunning Mix,Unshaped,198,2600,1500,514800,297000,217800,42.31,27,27,0,Yes,Q2,Apr-23
MRPL-1451,18-05-2023,12-06-2023,Ceramic,Orient Bell,Bhopal,Sanjay Tiwari,Magnesia Brick,Shaped,132,5500,3600,726000,475200,250800,34.55,14,25,11,No,Q2,May-23
MRPL-1452,01-07-2023,07-08-2023,Glass,Piramal Glass,Bhopal,Deepak Joshi,Plastic Refractory,Unshaped,182,2900,1750,527800,318500,209300,39.66,19,37,18,No,Q3,Jul-23
MRPL-1453,26-11-2023,30-12-2023,Petrochemical,Reliance,Nagpur,Vikram Patel,Magnesia Brick,Shaped,184,5500,3600,1012000,662400,349600,34.55,26,34,8,No,Q4,Nov-23
MRPL-1454,08-04-2024,04-05-2024,Fertilizer,Chambal Fertilizers,Hyderabad,Sanjay Tiwari,Silica Brick,Shaped,39,3100,2000,120900,78000,42900,35.48,18,26,8,No,Q2,Apr-24
MRPL-1455,20-07-2024,12-08-2024,Power,Adani Power,Raipur,Deepak Joshi,Refractory Coating,Unshaped,166,2100,1200,348600,199200,149400,42.86,20,23,3,No,Q3,Jul-24
MRPL-1456,27-10-2024,08-12-2024,Iron & Steel,Tata Steel,Ahmedabad,Sanjay Tiwari,Refractory Coating,Unshaped,69,2100,1200,144900,82800,62100,42.86,30,42,12,No,Q4,Oct-24
MRPL-1457,19-08-2024,01-10-2024,Non-Ferrous,Vedanta,Delhi,Vikram Patel,Refractory Coating,Unshaped,151,2100,1200,317100,181200,135900,42.86,27,43,16,No,Q3,Aug-24
MRPL-1458,26-01-2023,13-02-2023,Glass,HNG Glass,Vizag,Vikram Patel,Mortar,Unshaped,102,1600,950,163200,96900,66300,40.62,18,18,0,Yes,Q1,Jan-23
MRPL-1459,30-11-2024,08-01-2025,Non-Ferrous,Hindalco,Vizag,Sanjay Tiwari,Silica Brick,Shaped,95,3100,2000,294500,190000,104500,35.48,18,39,21,No,Q4,Nov-24
MRPL-1460,08-04-2024,17-05-2024,Iron & Steel,RINL,Vizag,Rajesh Kumar,Gunning Mix,Unshaped,31,2600,1500,80600,46500,34100,42.31,21,39,18,No,Q2,Apr-24
MRPL-1461,18-02-2023,26-03-2023,Non-Ferrous,Vedanta,Raipur,Sunita Rao,Gunning Mix,Unshaped,102,2600,1500,265200,153000,112200,42.31,26,36,10,No,Q1,Feb-23
MRPL-1462,27-07-2023,14-09-2023,Fertilizer,NFL,Mumbai,Deepak Joshi,Plastic Refractory,Unshaped,163,2900,1750,472700,285250,187450,39.66,28,49,21,No,Q3,Jul-23
MRPL-1463,18-07-2023,17-08-2023,Iron & Steel,RINL,Raipur,Rajesh Kumar,Plastic Refractory,Unshaped,80,2900,1750,232000,140000,92000,39.66,28,30,2,No,Q3,Jul-23
MRPL-1464,11-02-2023,17-03-2023,Fertilizer,Deepak Fertilizers,Kolkata,Rajesh Kumar,Fireclay Brick,Shaped,114,2800,1800,319200,205200,114000,35.71,22,34,12,No,Q1,Feb-23
MRPL-1465,22-04-2024,10-05-2024,Iron & Steel,SAIL,Ranchi,Rajesh Kumar,Chrome Magnesia Brick,Shaped,186,6200,4100,1153200,762600,390600,33.87,18,18,0,Yes,Q2,Apr-24
MRPL-1466,05-11-2023,30-11-2023,Iron & Steel,RINL,Mumbai,Neha Gupta,Plastic Refractory,Unshaped,179,2900,1750,519100,313250,205850,39.66,25,25,0,Yes,Q4,Nov-23
MRPL-1467,01-06-2024,10-07-2024,Glass,Saint Gobain,Chennai,Vikram Patel,Plastic Refractory,Unshaped,45,2900,1750,130500,78750,51750,39.66,27,39,12,No,Q2,Jun-24
MRPL-1468,06-12-2023,30-12-2023,Power,NPCIL,Chennai,Sunita Rao,Silica Brick,Shaped,133,3100,2000,412300,266000,146300,35.48,23,24,1,No,Q4,Dec-23
MRPL-1469,21-12-2023,28-01-2024,Fertilizer,NFL,Ranchi,Rajesh Kumar,Plastic Refractory,Unshaped,164,2900,1750,475600,287000,188600,39.66,21,38,17,No,Q4,Dec-23
MRPL-1470,27-04-2023,31-05-2023,Non-Ferrous,Vedanta,Nagpur,Priya Singh,High Alumina Brick,Shaped,103,4200,2800,432600,288400,144200,33.33,22,34,12,No,Q2,Apr-23
MRPL-1471,04-06-2024,03-07-2024,Non-Ferrous,Vedanta,Ranchi,Vikram Patel,Chrome Magnesia Brick,Shaped,119,6200,4100,737800,487900,249900,33.87,29,29,0,Yes,Q2,Jun-24
MRPL-1472,21-06-2023,22-07-2023,Iron & Steel,JSW Steel,Raipur,Sanjay Tiwari,Silica Brick,Shaped,142,3100,2000,440200,284000,156200,35.48,14,31,17,No,Q2,Jun-23
MRPL-1473,20-12-2024,31-01-2025,Iron & Steel,JSW Steel,Hyderabad,Amit Sharma,Insulation Brick,Shaped,267,1900,1200,507300,320400,186900,36.84,27,42,15,No,Q4,Dec-24
MRPL-1474,06-12-2023,22-12-2023,Petrochemical,BPCL,Nagpur,Rajesh Kumar,Insulation Brick,Shaped,19,1900,1200,36100,22800,13300,36.84,16,16,0,Yes,Q4,Dec-23
MRPL-1475,22-09-2023,27-10-2023,Iron & Steel,RINL,Delhi,Neha Gupta,Plastic Refractory,Unshaped,109,2900,1750,316100,190750,125350,39.66,26,35,9,No,Q3,Sep-23
MRPL-1476,01-07-2024,05-08-2024,Non-Ferrous,NALCO,Mumbai,Sunita Rao,Ramming Mass,Unshaped,6,2200,1300,13200,7800,5400,40.91,16,35,19,No,Q3,Jul-24
MRPL-1477,29-05-2024,09-07-2024,Glass,HNG Glass,Ranchi,Amit Sharma,Insulation Brick,Shaped,32,1900,1200,60800,38400,22400,36.84,23,41,18,No,Q2,May-24
MRPL-1478,07-11-2024,06-12-2024,Iron & Steel,Jindal Steel,Vizag,Priya Singh,Silica Brick,Shaped,16,3100,2000,49600,32000,17600,35.48,29,29,0,Yes,Q4,Nov-24
MRPL-1479,11-10-2024,19-11-2024,Power,CESC,Hyderabad,Amit Sharma,Insulation Brick,Shaped,56,1900,1200,106400,67200,39200,36.84,23,39,16,No,Q4,Oct-24
MRPL-1480,12-02-2023,24-03-2023,Petrochemical,Reliance,Raipur,Rajesh Kumar,Low Cement Castable,Unshaped,6,3800,2300,22800,13800,9000,39.47,26,40,14,No,Q1,Feb-23
MRPL-1481,23-10-2024,10-11-2024,Power,Adani Power,Chennai,Amit Sharma,Silica Brick,Shaped,187,3100,2000,579700,374000,205700,35.48,18,18,0,Yes,Q4,Oct-24
MRPL-1482,03-08-2024,15-09-2024,Iron & Steel,Tata Steel,Delhi,Sunita Rao,Gunning Mix,Unshaped,18,2600,1500,46800,27000,19800,42.31,28,43,15,No,Q3,Aug-24
MRPL-1483,17-08-2024,16-09-2024,Power,Adani Power,Delhi,Rajesh Kumar,Refractory Coating,Unshaped,129,2100,1200,270900,154800,116100,42.86,24,30,6,No,Q3,Aug-24
MRPL-1484,18-07-2023,25-08-2023,Iron & Steel,RINL,Pune,Rajesh Kumar,High Alumina Brick,Shaped,86,4200,2800,361200,240800,120400,33.33,29,38,9,No,Q3,Jul-23
MRPL-1485,09-01-2024,07-02-2024,Cement,ACC,Jamshedpur,Vikram Patel,Refractory Coating,Unshaped,85,2100,1200,178500,102000,76500,42.86,27,29,2,No,Q1,Jan-24
MRPL-1486,04-01-2024,20-02-2024,Iron & Steel,Jindal Steel,Surat,Amit Sharma,Fireclay Brick,Shaped,39,2800,1800,109200,70200,39000,35.71,24,47,23,No,Q1,Jan-24
MRPL-1487,22-04-2023,29-05-2023,Power,Adani Power,Vizag,Priya Singh,Ramming Mass,Unshaped,49,2200,1300,107800,63700,44100,40.91,16,37,21,No,Q2,Apr-23
MRPL-1488,03-10-2024,11-11-2024,Iron & Steel,SAIL,Chennai,Deepak Joshi,Chrome Magnesia Brick,Shaped,33,6200,4100,204600,135300,69300,33.87,16,39,23,No,Q4,Oct-24
MRPL-1489,06-08-2023,11-09-2023,Iron & Steel,Jindal Steel,Jamshedpur,Deepak Joshi,Chrome Magnesia Brick,Shaped,14,6200,4100,86800,57400,29400,33.87,22,36,14,No,Q3,Aug-23
MRPL-1490,17-08-2023,09-09-2023,Ceramic,Somany Ceramics,Vizag,Amit Sharma,Refractory Coating,Unshaped,155,2100,1200,325500,186000,139500,42.86,23,23,0,Yes,Q3,Aug-23
MRPL-1491,02-09-2023,10-10-2023,Cement,Dalmia Cement,Ahmedabad,Rajesh Kumar,Magnesia Brick,Shaped,162,5500,3600,891000,583200,307800,34.55,19,38,19,No,Q3,Sep-23
MRPL-1492,06-11-2024,30-12-2024,Power,CESC,Kolkata,Sanjay Tiwari,Gunning Mix,Unshaped,57,2600,1500,148200,85500,62700,42.31,29,54,25,No,Q4,Nov-24
MRPL-1493,28-08-2023,28-09-2023,Cement,UltraTech Cement,Chennai,Amit Sharma,Magnesia Brick,Shaped,15,5500,3600,82500,54000,28500,34.55,20,31,11,No,Q3,Aug-23
MRPL-1494,10-02-2023,06-03-2023,Ceramic,H&R Johnson,Bhopal,Neha Gupta,Mortar,Unshaped,171,1600,950,273600,162450,111150,40.62,24,24,0,Yes,Q1,Feb-23
MRPL-1495,28-06-2023,30-07-2023,Non-Ferrous,Sterlite,Pune,Vikram Patel,Refractory Coating,Unshaped,101,2100,1200,212100,121200,90900,42.86,26,32,6,No,Q2,Jun-23
MRPL-1496,17-08-2023,18-09-2023,Power,Tata Power,Pune,Sanjay Tiwari,Chrome Magnesia Brick,Shaped,137,6200,4100,849400,561700,287700,33.87,26,32,6,No,Q3,Aug-23
MRPL-1497,07-01-2023,03-02-2023,Petrochemical,ONGC,Vizag,Neha Gupta,Mortar,Unshaped,133,1600,950,212800,126350,86450,40.62,18,27,9,No,Q1,Jan-23
MRPL-1498,11-07-2023,19-08-2023,Iron & Steel,SAIL,Nagpur,Amit Sharma,Chrome Magnesia Brick,Shaped,45,6200,4100,279000,184500,94500,33.87,25,39,14,No,Q3,Jul-23
MRPL-1499,27-04-2023,05-06-2023,Non-Ferrous,NALCO,Chennai,Neha Gupta,Insulation Brick,Shaped,128,1900,1200,243200,153600,89600,36.84,29,39,10,No,Q2,Apr-23
MRPL-1500,14-02-2023,06-03-2023,Iron & Steel,Jindal Steel,Ranchi,Rajesh Kumar,Insulation Brick,Shaped,37,1900,1200,70300,44400,25900,36.84,19,20,1,No,Q1,Feb-23
MRPL-1501,04-07-2023,13-08-2023,Non-Ferrous,BALCO,Kolkata,Rajesh Kumar,Chrome Magnesia Brick,Shaped,137,6200,4100,849400,561700,287700,33.87,26,40,14,No,Q3,Jul-23
MRPL-1502,10-08-2023,30-09-2023,Fertilizer,Chambal Fertilizers,Surat,Sanjay Tiwari,Insulation Brick,Shaped,119,1900,1200,226100,142800,83300,36.84,29,51,22,No,Q3,Aug-23
MRPL-1503,06-07-2023,10-08-2023,Power,NPCIL,Jamshedpur,Deepak Joshi,Magnesia Brick,Shaped,164,5500,3600,902000,590400,311600,34.55,30,35,5,No,Q3,Jul-23
MRPL-1504,23-01-2024,10-02-2024,Iron & Steel,RINL,Jamshedpur,Rajesh Kumar,Mortar,Unshaped,103,1600,950,164800,97850,66950,40.62,18,18,0,Yes,Q1,Jan-24
MRPL-1505,21-09-2024,20-10-2024,Iron & Steel,JSW Steel,Jamshedpur,Rajesh Kumar,Gunning Mix,Unshaped,158,2600,1500,410800,237000,173800,42.31,15,29,14,No,Q3,Sep-24
MRPL-1506,06-07-2024,13-08-2024,Power,NPCIL,Bhopal,Neha Gupta,High Alumina Brick,Shaped,5,4200,2800,21000,14000,7000,33.33,27,38,11,No,Q3,Jul-24
MRPL-1507,08-05-2024,17-06-2024,Cement,Shree Cement,Raipur,Amit Sharma,Insulation Brick,Shaped,102,1900,1200,193800,122400,71400,36.84,25,40,15,No,Q2,May-24
MRPL-1508,27-08-2023,03-10-2023,Glass,Borosil,Kolkata,Priya Singh,Magnesia Brick,Shaped,26,5500,3600,143000,93600,49400,34.55,23,37,14,No,Q3,Aug-23
MRPL-1509,08-01-2023,07-02-2023,Petrochemical,HPCL,Chennai,Sunita Rao,Ramming Mass,Unshaped,152,2200,1300,334400,197600,136800,40.91,30,30,0,Yes,Q1,Jan-23
MRPL-1510,20-04-2023,01-06-2023,Power,Adani Power,Chennai,Priya Singh,Refractory Coating,Unshaped,44,2100,1200,92400,52800,39600,42.86,27,42,15,No,Q2,Apr-23
MRPL-1511,10-10-2023,24-11-2023,Power,CESC,Hyderabad,Amit Sharma,Plastic Refractory,Unshaped,247,2900,1750,716300,432250,284050,39.66,26,45,19,No,Q4,Oct-23
MRPL-1512,17-09-2023,31-10-2023,Iron & Steel,RINL,Ahmedabad,Vikram Patel,Gunning Mix,Unshaped,83,2600,1500,215800,124500,91300,42.31,25,44,19,No,Q3,Sep-23
MRPL-1513,17-12-2024,04-01-2025,Non-Ferrous,Hindalco,Delhi,Priya Singh,Insulation Brick,Shaped,63,1900,1200,119700,75600,44100,36.84,17,18,1,No,Q4,Dec-24
MRPL-1514,13-10-2024,30-10-2024,Power,NTPC,Jamshedpur,Rajesh Kumar,Plastic Refractory,Unshaped,8,2900,1750,23200,14000,9200,39.66,16,17,1,No,Q4,Oct-24
MRPL-1515,23-03-2023,25-04-2023,Power,Adani Power,Delhi,Amit Sharma,Low Cement Castable,Unshaped,160,3800,2300,608000,368000,240000,39.47,15,33,18,No,Q1,Mar-23
MRPL-1516,03-09-2024,07-10-2024,Cement,Dalmia Cement,Nagpur,Amit Sharma,Plastic Refractory,Unshaped,19,2900,1750,55100,33250,21850,39.66,19,34,15,No,Q3,Sep-24
MRPL-1517,04-02-2023,19-03-2023,Power,CESC,Ranchi,Amit Sharma,Fireclay Brick,Shaped,158,2800,1800,442400,284400,158000,35.71,30,43,13,No,Q1,Feb-23
MRPL-1518,01-01-2023,20-01-2023,Non-Ferrous,Vedanta,Mumbai,Amit Sharma,Insulation Brick,Shaped,45,1900,1200,85500,54000,31500,36.84,16,19,3,No,Q1,Jan-23
MRPL-1519,14-06-2024,24-07-2024,Glass,AGI Glaspac,Hyderabad,Vikram Patel,Refractory Coating,Unshaped,8,2100,1200,16800,9600,7200,42.86,16,40,24,No,Q2,Jun-24
MRPL-1520,23-12-2023,18-01-2024,Iron & Steel,RINL,Ranchi,Sanjay Tiwari,Refractory Coating,Unshaped,128,2100,1200,268800,153600,115200,42.86,22,26,4,No,Q4,Dec-23
MRPL-1521,25-09-2023,03-12-2023,Power,Tata Power,Export-Africa,Vikram Patel,Magnesia Brick,Shaped,49,5500,3600,269500,176400,93100,34.55,27,69,42,No,Q3,Sep-23
MRPL-1522,09-06-2024,18-07-2024,Iron & Steel,SAIL,Pune,Sanjay Tiwari,Chrome Magnesia Brick,Shaped,70,6200,4100,434000,287000,147000,33.87,22,39,17,No,Q2,Jun-24
MRPL-1523,14-04-2024,04-06-2024,Cement,ACC,Bhopal,Deepak Joshi,Plastic Refractory,Unshaped,179,2900,1750,519100,313250,205850,39.66,28,51,23,No,Q2,Apr-24
MRPL-1524,10-10-2024,20-11-2024,Power,Adani Power,Delhi,Rajesh Kumar,Magnesia Brick,Shaped,84,5500,3600,462000,302400,159600,34.55,21,41,20,No,Q4,Oct-24
MRPL-1525,27-09-2023,20-10-2023,Iron & Steel,JSW Steel,Raipur,Sunita Rao,Plastic Refractory,Unshaped,68,2900,1750,197200,119000,78200,39.66,23,23,0,Yes,Q3,Sep-23
MRPL-1526,29-12-2023,22-01-2024,Cement,ACC,Raipur,Priya Singh,Low Cement Castable,Unshaped,82,3800,2300,311600,188600,123000,39.47,22,24,2,No,Q4,Dec-23
MRPL-1527,05-09-2023,27-09-2023,Ceramic,Somany Ceramics,Surat,Amit Sharma,Magnesia Brick,Shaped,72,5500,3600,396000,259200,136800,34.55,20,22,2,No,Q3,Sep-23
MRPL-1528,03-05-2023,15-06-2023,Iron & Steel,Tata Steel,Ahmedabad,Deepak Joshi,Chrome Magnesia Brick,Shaped,25,6200,4100,155000,102500,52500,33.87,29,43,14,No,Q2,May-23
MRPL-1529,11-08-2024,09-09-2024,Iron & Steel,RINL,Ahmedabad,Amit Sharma,Magnesia Brick,Shaped,75,5500,3600,412500,270000,142500,34.55,29,29,0,Yes,Q3,Aug-24
MRPL-1530,22-06-2024,15-08-2024,Fertilizer,Deepak Fertilizers,Chennai,Rajesh Kumar,Mortar,Unshaped,113,1600,950,180800,107350,73450,40.62,29,54,25,No,Q2,Jun-24
MRPL-1531,04-05-2023,14-06-2023,Power,NPCIL,Ranchi,Priya Singh,Mortar,Unshaped,183,1600,950,292800,173850,118950,40.62,30,41,11,No,Q2,May-23
MRPL-1532,14-04-2023,23-05-2023,Iron & Steel,Tata Steel,Nagpur,Amit Sharma,High Alumina Brick,Shaped,88,4200,2800,369600,246400,123200,33.33,25,39,14,No,Q2,Apr-23
MRPL-1533,19-09-2024,14-10-2024,Petrochemical,BPCL,Pune,Amit Sharma,Chrome Magnesia Brick,Shaped,92,6200,4100,570400,377200,193200,33.87,25,25,0,Yes,Q3,Sep-24
MRPL-1534,15-02-2024,14-03-2024,Power,Adani Power,Surat,Amit Sharma,Magnesia Brick,Shaped,76,5500,3600,418000,273600,144400,34.55,28,28,0,Yes,Q1,Feb-24
MRPL-1535,22-07-2024,18-08-2024,Power,Adani Power,Surat,Deepak Joshi,High Alumina Brick,Shaped,115,4200,2800,483000,322000,161000,33.33,26,27,1,No,Q3,Jul-24
MRPL-1536,26-05-2024,07-07-2024,Iron & Steel,JSW Steel,Vizag,Rajesh Kumar,Magnesia Brick,Shaped,39,5500,3600,214500,140400,74100,34.55,30,42,12,No,Q2,May-24
